"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"980277","occ","","","113689","Miotermes insignis","species","200458","Sarmatian","","12.7","11.608","37344","8.933333","47.666668"
"980291","occ","","","117249","Termopsis bremii","species","200461","Priabonian","","38","33.9","37344","19.940001","54.873001"
"980298","occ","","","117246","Macrotermes pristinus","species","200484","Sarmatian","","12.7","11.608","50672","15.918000","46.165001"
"980299","occ","","","117250","Termitinae","subfamily","181625","Sarmatian","","12.7","11.608","37344","15.918000","46.164902"
"980300","occ","","","117250","Termitinae","subfamily","181625","Sarmatian","","12.7","11.608","37344","15.918000","46.164902"
"980301","occ","","","117251","Euisoptera","unranked clade","220272","Holocene","","0.0117","0","37344","39.340000","-6.870000"
"980302","occ","","","123418","Glyptotermes pusillus","species","200491","Holocene","","0.0117","0","37344","39.340000","-6.870000"
"980385","occ","","","135640","Mastotermes krishnorum","species","200612","MP 13","","48.6","40.4","37727","6.840000","50.099998"
"980386","occ","","","117258","Blattotermes wheeleri","species","200613","Early Eocene","","55.8","48.6","37728","-89.197998","35.037998"
"980412","occ","","","117269","Triassoblatta cargnini","species","200339","Ladinian","","242","237","37688","-53.792000","-29.743000"
"981108","occ","","","153634","Mylacridae","family","179328","Westphalian C","Westphalian D","314.6","306.95","49691","-60.230000","46.250000"
"981109","occ","","","153634","Orthomylacris heeri","species","200960","Westphalian C","Westphalian D","314.6","306.95","49691","-60.230000","46.250000"
"981495","occ","","","113360","Fortiblatta cuspicolor","species","201339","Callovian","Oxfordian","166.1","157.3","37799","119.238609","41.316387"
"981511","occ","","","113360","Fuzia dadao","species","201358","Callovian","Oxfordian","166.1","157.3","37804","119.238609","41.316387"
"981512","occ","","","117521","Fuzia dadao","species","201358","Callovian","Oxfordian","166.1","157.3","37804","119.238609","41.316387"
"982844","occ","","","117695","Solemnia alexandri","species","201743","Tithonian","","152.1","145","37857","107.796997","45.591999"
"982845","occ","","","117696","Solemnia alexandri","species","201743","Tithonian","","152.1","145","37857","107.795998","45.591999"
"982846","occ","","","117697","Solemnia alexandri","species","201743","Tithonian","","152.1","145","37857","107.796997","45.591999"
"982847","occ","","","117697","Blattula choutinensis","species","201744","Tithonian","","152.1","145","37857","107.796997","45.591999"
"982848","occ","","","117697","Irreblatta relicta","species","201746","Tithonian","","152.1","145","37857","107.796997","45.591999"
"982849","occ","","","117698","Blattula choutinensis","species","201744","Tithonian","","152.1","145","37857","107.796997","45.591000"
"982850","occ","","","105970","Skok svaba","species","201749","Callovian","Oxfordian","166.1","157.3","37858","70.001663","42.897221"
"982851","occ","","","105971","Skok svaba","species","201749","Callovian","Oxfordian","166.1","157.3","37858","70.001663","42.897221"
"982852","occ","","","113439","Skok svaba","species","201749","Callovian","Oxfordian","166.1","157.3","37858","70.001663","42.897221"
"983262","occ","","","119619","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859","95.776001","44.139000"
"983293","occ","","","119619","Blattodea","order","170227","Tithonian","","152.1","145","37859","95.776001","44.139000"
"983370","occ","","","123987","Mesoblattina protypa","species","201875","Early Toarcian","","183","182","50037","12.105000","53.615002"
"983371","occ","","","114993","Mesoblattina protypa","species","201875","Early Toarcian","","183","182","37861","13.050000","54.133331"
"983372","occ","","","114991","Mesoblattina protypa","species","201875","Early Toarcian","","183","182","37861","12.065000","53.630001"
"983374","occ","","","117794","Mesoblattina protypa","species","201875","Early Toarcian","","183","182","37861","11.783333","49.477779"
"983375","occ","","","114991","Caloblattina mathildae","species","201879","Early Toarcian","","183","182","37861","12.065000","53.630001"
"983376","occ","","","117795","Caloblattina mathildae","species","201879","Early Toarcian","","183","182","37861","10.680000","52.270000"
"983377","occ","","","123987","Caloblattina mathildae","species","201879","Early Toarcian","","183","182","49168","12.105000","53.615002"
"983378","occ","","","114991","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37861","12.065000","53.630001"
"983379","occ","","","117795","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37861","10.680000","52.270000"
"983380","occ","","","123987","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37861","12.105000","53.615002"
"983381","occ","","","117796","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37861","9.510000","48.630001"
"983382","occ","","","154307","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","43005","-1.992600","52.008900"
"983383","occ","","","113957","Rhipidoblattina geikiei","species","201888","Early Hettangian","","201.3","196.5","37861","-1.748000","53.845001"
"983384","occ","","","123987","Eublattula crassivena","species","201891","Early Toarcian","","183","182","37201","12.105000","53.615002"
"983385","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","50037","12.105000","53.615002"
"983424","occ","","","114991","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37861","12.065000","53.630001"
"983426","occ","","","114993","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37861","13.050000","54.133331"
"983427","occ","","","117795","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37861","10.680000","52.270000"
"983430","occ","","","114991","Blattula dubia","species","201918","Early Toarcian","","183","182","37861","12.065000","53.630001"
"983431","occ","","","114993","Blattula dubia","species","201918","Early Toarcian","","183","182","37861","13.050000","54.133331"
"983432","occ","","","123987","Blattula dubia","species","201918","Early Toarcian","","183","182","37201","12.105000","53.615002"
"984151","occ","","","117987","Triassoblatta uralica","species","202195","Rhaetian","Hettangian","208.5","199.3","37913","60.000000","59.700001"
"984152","occ","","","117988","Sogdoblatta abakanensis","species","202198","Aalenian","Bajocian","174.1","168.3","37913","35.479000","61.014000"
"984154","occ","","","114702","Sogdoblatta elongata","species","202199","Pliensbachian","","190.8","182.7","37913","69.512001","39.935001"
"984155","occ","","","104996","Sogdoblatta elongata","species","202199","Toarcian","","182.7","174.1","37913","100.309998","54.169998"
"984161","occ","","","104996","Liadoblattina euryptera","species","202200","Toarcian","","182.7","174.1","37913","100.309998","54.169998"
"984166","occ","","","117989","Etapia tomiensis","species","202202","Toarcian","Aalenian","182.7","170.3","37913","87.529999","54.490002"
"984167","occ","","","104946","Rhipidoblattina tulunensis","species","202212","Toarcian","","182.7","174.1","37913","100.309998","54.169998"
"984168","occ","","","104996","Ijablatta maculata","species","202214","Toarcian","","182.7","174.1","37913","100.309998","54.169998"
"984169","occ","","","117990","Kemerowia kusbassica","species","202216","Pliensbachian","","190.8","182.7","37913","87.529999","54.497002"
"984170","occ","","","117990","Samaroblatta tomica","species","202217","Pliensbachian","","190.8","182.7","37913","87.529999","54.497002"
"984171","occ","","","105018","Samaroblatta acuminata","species","202218","Pliensbachian","Toarcian","190.8","174.1","37913","87.529999","54.497002"
"984172","occ","","","125340","Samaroblatta kuznetskiensis","species","202219","Toarcian","Aalenian","182.7","170.3","37913","87.529999","54.497002"
"984173","occ","","","105018","Itchetuja aculeata","species","202221","Pliensbachian","Toarcian","190.8","174.1","37913","87.529999","54.497002"
"984174","occ","","","105017","Itchetuja aculeata","species","202221","Oxfordian","","163.5","157.3","37913","108.099998","51.270000"
"984263","occ","","","106695","Blattula pachohymena","species","202366","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"984265","occ","","","106695","Mesoblattina wanbeiensis","species","202364","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"984266","occ","","","106695","Blattula kiensis","species","202374","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"984267","occ","","","106695","Samaroblatta","genus","191014","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"984268","occ","","","106695","Samaroblatta turanica","species","202375","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"984269","occ","","","106695","Mesoblattina","genus","201874","Bajocian","Bathonian","170.3","166.1","37962","118.059998","31.737499"
"986563","occ","","","118322","Mesoblattina colominasi","species","202872","Barremian","","129.4","125","38101","0.890000","42.020000"
"986564","occ","","","118322","Blattodea","order","170227","Barremian","","129.4","125","38101","0.890000","42.020000"
"986803","occ","","","118325","Artitocoblatta hispanica","species","202873","Barremian","","129.4","125","38101","0.890000","42.020000"
"986836","occ","","","118362","Mesoblattina colominasi","species","202872","Barremian","","129.4","125","56325","0.890000","42.020000"
"988666","occ","","","117954","Shartegoblattina colorata","species","203205","Barremian","","129.4","125","38180","109.845001","45.353001"
"988667","occ","","","117954","Piniblattella sharingolensis","species","203208","Barremian","","129.4","125","38180","109.845001","45.353001"
"988668","occ","","","117954","Vitisma orientalis","species","203211","Barremian","","129.4","125","38180","109.845001","45.353001"
"988669","occ","","","117954","Elisama fragmentaria","species","203212","Barremian","","129.4","125","38180","109.845001","45.353001"
"988670","occ","","","117954","Svabula vzorkovana","species","203214","Barremian","","129.4","125","38180","109.845001","45.353001"
"988672","occ","","","117954","Blattodea","order","170227","Barremian","","129.4","125","38180","109.845001","45.353001"
"988673","occ","","","118911","Shartegoblattina colorata","species","203205","Barremian","","129.4","125","38180","109.845001","45.353100"
"988674","occ","","","118911","Elisama fragmentaria","species","203212","Barremian","","129.4","125","38180","109.845001","45.353100"
"988675","occ","","","118912","Kridla stastia","species","203220","Albian","","113","100.5","38185","132.703003","50.818001"
"988676","occ","","","118913","Vitisma occidentalis","species","203222","Early Barremian","","130","125.45","38186","0.958000","42.008999"
"988677","occ","","","118913","Vitisma occidentalis","species","203222","Early Barremian","","130","125.45","38186","0.958000","42.008999"
"988678","occ","","","103833","Corydiidae","family","179365","Late Berriasian","","145","140.2","38186","-1.950000","50.605000"
"989442","occ","","","119082","Blattodea","order","170227","Early Cenomanian","","99.6","93.5","38251","-0.900000","45.948002"
"990649","occ","","","123014","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324","-39.700001","-7.125000"
"990650","occ","","","123014","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324","-39.700001","-7.125000"
"990657","occ","","","119466","Blattodea","order","170227","Paleocene","","66","56","38341","91.410004","32.840000"
"990783","occ","","","119500","Xonpepetla rinconensis","species","204261","Late Campanian","","83.5","70.6","38350","-101.349998","25.250000"
"991264","occ","29556","","117342","Mesoblattina minima","species","247426","Late Berriasian","","145","140.2","43005","-1.950000","50.605000"
"991400","occ","","","119697","Mesoblattinidae","family","56640","Late Hauterivian","","136.4","130","38390","-1.440833","52.721390"
"993902","occ","","","120036","Periplaneta eocaenica","species","205050","MP 11","","48.6","40.4","38439","8.750000","49.933334"
"993903","occ","","","120036","Periplaneta relicta","species","205051","MP 11","","48.6","40.4","38439","8.750000","49.933334"
"993904","occ","","","120036","Blattidae","family","71738","MP 11","","48.6","40.4","38439","8.750000","49.933334"
"994132","occ","","","114018","Ulmeriella cockerelli","species","205056","Chattian","","28.1","23.03","38442","85.370003","48.020000"
"994133","occ","","","114018","Ulmeriella cockerelli","species","205056","Chattian","","28.1","23.03","38442","85.370003","48.020000"
"995529","occ","","","113685","Protectobia primordialis","species","205083","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995530","occ","","","113685","Ectobia arverniensis","species","205086","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995531","occ","","","113685","Ectobia menatensis","species","205087","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995532","occ","","","113685","Chopardia spinipes","species","205089","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995533","occ","","","113685","Prostylopyga gigantea","species","205091","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995534","occ","","","113685","Zeunera madeleinae","species","205093","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995535","occ","","","120351","Zeunera madeleinae","species","205093","Thanetian","","59.2","56","53100","2.900000","46.099998"
"995536","occ","","","113685","Zeunera superba","species","205094","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995537","occ","","","113685","Eoplaneta desforesti","species","205096","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995538","occ","","","113685","Periplaneta houlberti","species","205097","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995539","occ","","","120352","Eoplaneta desforesti","species","205096","Thanetian","","59.2","56","53100","2.900000","46.099998"
"995540","occ","","","113685","Gyna obesa","species","205100","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995549","occ","","","113685","Neotermes grassei","species","205120","Thanetian","","59.2","56","38448","2.900000","46.099998"
"995550","occ","","","120351","Kalotermes piacentinii","species","205118","Thanetian","","59.2","56","53100","2.900000","46.099998"
"996925","occ","","","117672","Blattodea","order","170227","Late Miocene","","11.608","5.333","38556","139.449997","47.990002"
"997930","occ","","","120623","Ulmeriella rubiensis","species","206158","Whitneyan","","33.3","30.8","38582","-112.175003","45.209999"
"1000380","occ","","","121473","Blatta sundgaviensis","species","207439","Early Oligocene","","33.9","28.4","38738","7.315000","47.709999"
"1002091","occ","","","121977","Reticulitermes creedei","species","208330","Late Oligocene","","28.4","23.03","38796","-106.919998","37.840000"
"1002269","occ","","","122010","Blaberites rhenana","species","208653","MP 30","","28.4","23.03","38815","7.262000","50.747002"
"1002270","occ","","","122010","Nyctibora elongata","species","208659","MP 30","","28.4","23.03","38815","7.262000","50.747002"
"1002271","occ","","","122010","Ectobius glabellus","species","208661","MP 30","","28.4","23.03","38815","7.262000","50.747002"
"1002272","occ","","","122010","Eotermes grandaeva","species","208666","MP 30","","28.4","23.03","38815","7.262000","50.747002"
"1002273","occ","","","122010","Ulmeriella bauckhorni","species","208670","MP 30","","28.4","23.03","38815","7.262000","50.747002"
"1002274","occ","","","122010","Ulmeriella bauckhorni","species","208670","MP 30","","28.4","23.03","38815","7.262000","50.747002"
