"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1205886","occ","","","156323","Samaroblatta nitida","species","291265","Sinemurian","","199.3","190.8","51213"
"1205887","occ","","","156323","Samaroblatta","genus","191014","Sinemurian","","199.3","190.8","51213"
"1205896","occ","","","156325","Triassoblatta tudupinensis","species","271141","Norian","","228","208.5","51215"
"1205897","occ","","","156325","Triassoblatta hyptis","species","295313","Norian","","228","208.5","51215"
"1205898","occ","","","156325","Taublatta simplina","species","271131","Norian","","228","208.5","51215"
"1206304","occ","","","109196","Ulmeriella willershausensis","species","208676","Piacenzian","","3.6","2.588","51257"
"1206585","occ","","","128485","Opsiomylacris procerus","species","295642","Sakmarian","","295.5","290.1","51277"
"1206590","occ","","","128485","Anthracoblattina","genus","179346","Sakmarian","","295.5","290.1","51277"
"1206598","occ","","","106313","Laiyangia delicatula","species","295654","Aptian","","125","113","51280"
"1206768","occ","","","156530","Kashmiroblatta marahomensis","species","295726","Artinskian","","290.1","279.3","51296"
"1206860","occ","","","156554","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","51314"
"1206868","occ","","","156555","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","51314"
"1206904","occ","","","156564","Spiloblattina odernheimensis","species","236127","Asselian","","298.9","295.5","41755"
"1206905","occ","","","156565","Spiloblattina odernheimensis","species","236127","Asselian","","298.9","295.5","41755"
"1206906","occ","","","156566","Spiloblattina odernheimensis","species","236127","Sakmarian","","295.5","290.1","41755"
"1206907","occ","","","156567","Sysciophlebia grata","species","236128","Stephanian B","","304.8","303.4","41755"
"1206908","occ","","","156568","Sysciophlebia rubida","species","236129","Stephanian C","","303.4","301.2","41755"
"1206909","occ","","","156568","Spiloblattina lawrenceana","species","236042","Stephanian C","","303.4","301.2","41755"
"1206910","occ","","","156569","Sysciophlebia alligans","species","236137","Sakmarian","","295.5","290.1","41755"
"1206911","occ","","","133681","Sysciophlebia alligans","species","236137","Asselian","","298.9","295.5","41755"
"1206912","occ","","","133680","Sysciophlebia alligans","species","236137","Asselian","","298.9","295.5","41755"
"1206913","occ","","","156570","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","41755"
"1206914","occ","","","156571","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","41755"
"1206915","occ","","","114141","Spiloblattina weissigensis","species","201077","Asselian","","298.9","295.5","41755"
"1207066","occ","","","156596","Mesoblattina sinica","species","237742","Callovian","Oxfordian","166.1","157.3","41900"
"1207093","occ","","","156607","Ottweileria schmidti","species","276054","Stephanian","","306.95","298.9","47901"
"1207096","occ","","","156607","Blattodea","order","170227","Stephanian","","306.95","298.9","47901"
"1207128","occ","","","156626","Triassoblatta denmeadi","species","296062","Carnian","","237","228","51352"
"1207129","occ","","","156626","Triassoblatta jonesi","species","210089","Carnian","","237","228","51352"
"1207538","occ","","","156697","Phyloblatta grosjeani","species","291017","Stephanian A","","305.9","304.8","51370"
"1207539","occ","","","156698","Phyloblatta undata","species","236666","Stephanian B","","304.8","303.4","51370"
"1207554","occ","","","156701","Phyloblatta bertrandi","species","236668","Stephanian C","","303.4","301.2","51370"
"1207581","occ","","","156702","Bertrandiblatta inexpectata","species","296122","Stephanian A","","305.9","304.8","51370"
"1207606","occ","","","156703","Archoblattina marcellini","species","236658","Stephanian A","","305.9","304.8","51370"
"1207609","occ","","","156704","Archoblattina maxima","species","236656","Stephanian A","","305.9","304.8","51370"
"1207610","occ","","","155725","Platyblattina ampla","species","296123","Stephanian A","","305.9","304.8","51370"
"1207611","occ","","","156705","Archoblattina maxima","species","236656","Stephanian A","","305.9","304.8","51370"
"1207612","occ","","","156705","Livetiblatta incerta","species","296125","Stephanian A","","305.9","304.8","51370"
"1207614","occ","","","156705","Sooblatta stephanensis","species","236634","Stephanian A","","305.9","304.8","51370"
"1207620","occ","","","156707","Orthomylacris mathieui","species","296126","Stephanian A","","305.9","304.8","51370"
"1207659","occ","","","156710","Orthomylacris","genus","191952","Stephanian B","","304.8","303.4","51370"
"1207679","occ","","","156711","Rhipidoblattina chichengensis","species","296150","Callovian","Oxfordian","166.1","157.3","51374"
"1207680","occ","","","156711","Sogdoblatta","genus","193322","Callovian","Oxfordian","166.1","157.3","51374"
"1207681","occ","","","156711","Mesoblattina","genus","201874","Callovian","Oxfordian","166.1","157.3","51374"
"1207965","occ","","","123019","Mesoblattininae","subfamily","195984","Early Cenomanian","","99.6","93.5","51390"
"1207966","occ","","","123019","Isoptera","infraorder","71739","Early Cenomanian","","99.6","93.5","51390"
"1207967","occ","30292","","123019","Mastotermes sarthensis","species","277561","Early Cenomanian","","99.6","93.5","52231"
"1208059","occ","","","113698","Mastotermes minor","species","277558","Sarmatian","","12.7","11.608","51392"
"1208060","occ","","","113698","Mastotermes haidingeri","species","200453","Sarmatian","","12.7","11.608","51392"
"1208105","occ","","","156755","Termopsis transsylvanica","species","277571","Sarmatian","","12.7","11.608","51392"
"1208106","occ","","","156755","Termopsis mallaszi","species","277570","Sarmatian","","12.7","11.608","51392"
"1208134","occ","","","113693","Macrotermes pristinus","species","200484","Sarmatian","","12.7","11.608","51392"
"1208135","occ","","","156758","Macrotermes pristinus","species","200484","Sarmatian","","12.7","11.608","51392"
"1209699","occ","","","124916","Elaphroblatta intermedia","species","296375","Gzhelian","","303.7","298.9","51429"
"1209700","occ","","","124916","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51429"
"1209701","occ","","","124916","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51429"
"1209702","occ","30033","","124916","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1209703","occ","","","124916","Sysciophlebia praepilata","species","236133","Gzhelian","","303.7","298.9","51429"
"1209999","occ","","","157029","Miroblatta costalis","species","296442","Westphalian A","Westphalian B","318.1","314.6","51469"
"1210018","occ","","","122501","Ulmeriella aquisextana","species","277679","Chattian","","28.1","23.03","51478"
"1210019","occ","","","122501","Mastotermes gallica","species","277554","Chattian","","28.1","23.03","51478"
"1210020","occ","","","122501","Blattotermes massiliensis","species","277550","Chattian","","28.1","23.03","51478"
"1210064","occ","","","157047","Miroblatta oberstebrinki","species","296443","Westphalian A","","318.1","314.6","50094"
"1210065","occ","","","155694","Archimylacris westfalica","species","296473","Westphalian B","","314.6","314.6","50094"
"1210182","occ","","","157088","Dazhublattella lini","species","296533","Rhaetian","","208.5","201.3","51502"
"1210727","occ","","","122501","Mastotermes","genus","200454","Chattian","","28.1","23.03","51528"
"1210728","occ","","","113989","Mastotermes picardi","species","277560","Late Oligocene","","28.4","23.03","51528"
"1210729","occ","","","113989","Mastotermes","genus","200454","Late Oligocene","","28.4","23.03","51528"
"1210730","occ","","","113751","Kalotermes","genus","71741","Messinian","","7.246","5.333","8345"
"1210768","occ","","","122194","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210769","occ","","","122194","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210770","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210771","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210772","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210773","occ","","","113893","Kalotermitidae","family","71740","Turolian","","8.7","5.333","51528"
"1210774","occ","","","113893","Kalotermitidae","family","71740","Turolian","","8.7","5.333","51528"
"1210775","occ","","","157195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528"
"1210776","occ","","","114016","Kalotermitidae","family","71740","Rupelian","","33.9","28.1","51528"
"1210777","occ","31714","","144529","Huguenotermes septimaniensis","species","327307","Priabonian","","38","33.9","56205"
"1210778","occ","","","122501","Paleotermopsis oligocenicus","species","277678","Chattian","","28.1","23.03","51528"
"1210779","occ","","","122195","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528"
"1210780","occ","","","113998","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528"
"1210781","occ","","","122194","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528"
"1210783","occ","","","114010","Ulmeriella","genus","205054","Vallesian","","11.608","8.7","51528"
"1210784","occ","","","113893","Francotermes bauzilensis","species","277675","Turolian","","8.7","5.333","51528"
"1210785","occ","","","156994","Euisoptera","unranked clade","220272","Badenian","","13.65","12.7","51528"
"1210786","occ","","","113893","Reticulitermes","genus","176903","Turolian","","8.7","5.333","51528"
"1210787","occ","","","113998","Rhinotermes miocenicus","species","277638","Messinian","","7.246","5.333","51528"
"1210788","occ","","","113893","Termitidae","family","179827","Turolian","","8.7","5.333","51528"
"1210789","occ","","","123307","Termitidae","family","179827","Aquitanian","","23.03","20.44","51528"
"1210790","occ","","","157197","Termitidae","family","179827","Gelasian","","2.588","1.806","51528"
"1210812","occ","","","122620","Archimylacridae","family","191946","Stephanian","","306.95","298.9","51531"
"1210851","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1210852","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1210853","occ","","","121979","Opsiomylacris thevenini","species","236643","Gzhelian","","303.7","298.9","51535"
"1210868","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1210869","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1210870","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210871","occ","","","121979","Amorphoblatta brongniarti","species","224742","Gzhelian","","303.7","298.9","51535"
"1210872","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210873","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210874","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210875","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210876","occ","","","121979","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51535"
"1210877","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210878","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210880","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210881","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210882","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210883","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210884","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210885","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210887","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210888","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210889","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210890","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210891","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210892","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210893","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210894","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210895","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210896","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210897","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210898","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210933","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210934","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210935","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210936","occ","","","121979","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51535"
"1210937","occ","","","121979","Compsoblatta couloni","species","236901","Gzhelian","","303.7","298.9","51535"
"1210938","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210939","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210940","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210941","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210942","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210943","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210944","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210945","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210946","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210947","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210948","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210949","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210950","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1210951","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210952","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535"
"1210953","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210954","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210955","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210956","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210957","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210958","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210959","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210960","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210961","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210962","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210963","occ","","","121979","Etoblattina ovata","species","295911","Gzhelian","","303.7","298.9","51535"
"1210983","occ","","","121979","Compsoblatta couloni","species","236901","Gzhelian","","303.7","298.9","51535"
"1210984","occ","","","121979","Sysciophlebia praepilata","species","236133","Gzhelian","","303.7","298.9","51535"
"1210985","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210986","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210987","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535"
"1210988","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210989","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1210990","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535"
"1210991","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535"
"1210992","occ","","","121979","Anthracoblattina striata","species","236676","Gzhelian","","303.7","298.9","51535"
"1210993","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535"
"1210994","occ","","","121979","Etoblattina pygmaea","species","295907","Gzhelian","","303.7","298.9","51535"
"1210995","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1210996","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1210997","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1210998","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535"
"1210999","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535"
"1211000","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1211001","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1211030","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535"
"1211031","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535"
"1211032","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535"
"1211033","occ","","","121979","Anthracoblattina","genus","179346","Gzhelian","","303.7","298.9","51535"
"1211034","occ","30035","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51620"
"1211035","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1211036","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1211037","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535"
"1211038","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1211039","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535"
"1211040","occ","30034","","121979","Archoblattina boulei","species","236661","Gzhelian","","303.7","298.9","51620"
"1211041","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535"
"1211087","occ","","","122489","Termes siruguei","species","277649","Chattian","","28.1","23.03","51553"
"1211103","occ","","","122549","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570"
"1211104","occ","","","125412","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570"
"1211105","occ","","","125413","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570"
"1211106","occ","","","157030","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570"
"1211107","occ","","","106103","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570"
"1211215","occ","","","133419","Cretacechorista qilianshanensis","species","296976","Late Aptian","","122.46","112.03","51638"
"1211218","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1211219","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1211220","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1211221","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1211222","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511"
"1211223","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","48511"
"1211224","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511"
"1211225","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511"
"1211226","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511"
"1211227","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511"
"1211350","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688"
"1211351","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688"
"1211352","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688"
"1211443","occ","","","157321","Isoptera","infraorder","71739","Turolian","","8.7","5.333","51669"
"1211698","occ","","","157347","Isoptera","infraorder","71739","Lutetian","","47.8","41.3","51754"
"1212106","occ","","","157407","Archimylacris pruvosti","species","297485","Westphalian B","","314.6","314.6","51787"
"1212644","occ","","","156314","Rhipidoblattina emacerata","species","297717","Callovian","Oxfordian","166.1","157.3","51821"
"1212651","occ","","","157564","Blattula mirta","species","297775","Callovian","Oxfordian","166.1","157.3","51821"
"1212652","occ","","","157564","Blattula kellos","species","297776","Callovian","Oxfordian","166.1","157.3","51821"
"1213020","occ","","","157658","Ctenoblattina dignata","species","298225","Callovian","Oxfordian","166.1","157.3","51850"
"1213027","occ","","","157659","Rhipidoblattina longa","species","298223","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213028","occ","","","157659","Euryblattula chaoyangensis","species","298227","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213029","occ","","","157659","Rhipidoblattina mayingziensis","species","298224","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213030","occ","","","157660","Rhipidoblattina longa","species","298223","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213031","occ","","","157660","Euryblattula beipiaoensis","species","298226","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213032","occ","","","157657","Ctenoblattina dignata","species","298225","Callovian","Oxfordian","166.1","157.3","51850"
"1213033","occ","","","157661","Taublatta yangshugouensis","species","291342","Pliensbachian","Toarcian","190.8","174.1","51850"
"1213783","occ","","","122552","Piniblattella vitimica","species","279116","Aptian","","125","113","48296"
"1213784","occ","","","105969","Piniblattella vitimica","species","279116","Aptian","","125","113","51890"
"1213785","occ","","","118216","Piniblattella vitimica","species","279116","Aptian","","125","113","51890"
"1213786","occ","","","157779","Piniblattella minuta","species","298957","Aptian","","125","113","51890"
"1213787","occ","","","119498","Piniblattella minuta","species","298957","Aptian","","125","113","51890"
"1213788","occ","","","122549","Piniblattella minuta","species","298957","Aptian","","125","113","51890"
"1213789","occ","","","122552","Piniblattella minuta","species","298957","Aptian","","125","113","51890"
"1213790","occ","","","122551","Archimesoblatta altera","species","290988","Aptian","","125","113","51890"
"1213791","occ","","","157780","Praeblattella elegans","species","292104","Aptian","","125","113","51890"
"1218563","occ","","","105044","Permoponopterix lodevensis","species","301038","Artinskian","","290.1","279.3","52074"
"1218564","occ","","","105045","Permoponopterix lodevensis","species","301038","Kungurian","","279.3","272.3","52074"
"1220705","occ","","","124847","Grandocularis kurnubinsi","species","302091","Albian","","113","100.5","52170"
"1220713","occ","","","124847","Ardatermes kudaludi","species","277673","Albian","","113","100.5","52170"
"1221786","occ","","","123019","Lutetiatermes priscus","species","277668","Early Cenomanian","","99.6","93.5","52231"
"1221787","occ","","","123019","Lutetiatermes","genus","277667","Early Cenomanian","","99.6","93.5","52231"
"1221959","occ","","","109196","Ulmeriella strausi","species","277683","Piacenzian","","3.6","2.588","52246"
"1221960","occ","","","109196","Reticulitermes pliozaenicus","species","277635","Piacenzian","","3.6","2.588","52246"
"1222285","occ","","","160132","Opsiomylacris posthumus","species","236647","Asselian","Sakmarian","298.9","290.1","52263"
"1223949","occ","","","160470","Rhipidoblattina kisylkiensis","species","303702","Pliensbachian","","190.8","182.7","52375"
"1223999","occ","","","123456","Nasutitermes","genus","224245","Early Miocene","","23.03","15.97","52386"
"1224066","occ","","","147652","Reticulitermes minimus","species","277633","Priabonian","","38","33.9","52388"
"1224067","occ","","","109625","Termopsis bremii","species","200461","Priabonian","","38","33.9","49545"
"1224068","occ","","","155659","Macrotermes scheuthlei","species","277644","MN 5","","15.97","13.65","52387"
"1224069","occ","","","155659","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224070","occ","","","127614","Glyptotermites assmuthi","species","277619","MN 5","","15.97","13.65","52387"
"1224071","occ","","","127614","Rhinotermites wasmanni","species","277642","MN 5","","15.97","13.65","52387"
"1224072","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224073","occ","","","127614","Macrotermes scheuthlei","species","277644","MN 5","","15.97","13.65","52387"
"1224094","occ","","","127614","Proelectrotermes roseni","species","260597","MN 5","","15.97","13.65","52387"
"1224095","occ","","","127614","Proelectrotermes roseni","species","260597","MN 5","","15.97","13.65","52387"
"1224096","occ","","","127614","Rhinotermites dzierzoni","species","277640","MN 5","","15.97","13.65","52387"
"1224097","occ","","","127614","Rhinotermites kuehni","species","277641","MN 5","","15.97","13.65","52387"
"1224098","occ","","","127614","Reticulitermes dofleini","species","277628","MN 5","","15.97","13.65","52387"
"1224099","occ","","","127614","Metatermites statzi","species","277651","MN 5","","15.97","13.65","52387"
"1224100","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224101","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224102","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224103","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224104","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224105","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224106","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224115","occ","","","155661","Mastotermites stuttgartensis","species","277565","MN 5","","15.97","13.65","52387"
"1224116","occ","","","155661","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224117","occ","","","155661","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387"
"1224562","occ","","","124282","Dolichorhinotermes dominicanus","species","277636","Burdigalian","Langhian","20.44","13.82","52424"
"1224721","occ","30966","","160734","Spiloblattina homigtalensis","species","317974","Sakmarian","","295.5","290.1","54806"
"1224722","occ","30969","","128478","Spiloblattina sperbersbachensis","species","317975","Sakmarian","","295.5","290.1","54806"
"1224744","occ","","","155819","Kunguroblattina decora","species","271095","Kungurian","","279.3","272.3","53809"
"1225238","occ","","","160862","Blatta","genus","200713","Chattian","","28.1","23.03","51684"
"1226883","occ","","","161261","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324"
"1227610","occ","","","104052","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597"
"1227611","occ","","","123437","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597"
"1227612","occ","","","161433","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597"
"1231961","occ","","","162148","Archangelskyblatta vishniakovae","species","295905","Bashkirian","Moscovian","323.2","307","52803"
"1232032","occ","","","162148","Anthracoblattina archangelskyi","species","306086","Bashkirian","Moscovian","323.2","307","52815"
"1232077","occ","","","162200","Samaroblattula lineata","species","306137","Callovian","Oxfordian","166.1","157.3","52828"
"1232078","occ","","","162200","Samaroblattula lingulata","species","306138","Callovian","Oxfordian","166.1","157.3","52828"
